feature,route,page,page_file,screen_level,archetype,body_grade,issue_priority,layout_status,surface_status,controls_status,state_status,financial_safety_status,responsive_status,copy_boundary_status,shared_component_count,custom_body_count,fixed_size_count,local_font_count,source_file_count,primary_issue,recommended_action,test_scope,source_files
earn_staking,AppRoutePaths.earnThirdPartyIntegrations,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/earn_staking --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
earn_staking,AppRoutePaths.earnTransactionReporting,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_utilityDetail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/earn_staking --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
earn_staking,AppRoutePaths.earnValidatorHealthMonitor,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/earn_staking --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
earn_staking,AppRoutePaths.earnValidatorSelection,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/earn_staking --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
earn_staking,AppRoutePaths.earnVoting,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/earn_staking --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
earn_staking,AppRoutePaths.earnVotingProposalRoute,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/earn_staking --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
earn_staking,AppRoutePaths.earnWebhooks,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/earn_staking --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
home,AppRoutePaths.home,HomePage,flutter_app/lib/features/home/presentation/phone/pages/home_page.dart,L0_homeRoot,rootBrand,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,49,18,0,0,15,none,No body refactor required; keep visual smoke coverage when touched.,flutter test --reporter=compact,flutter_app/lib/features/home/presentation/phone/pages/home_page.dart;flutter_app/lib/features/home/presentation/phone/pages/home_page_common.dart;flutter_app/lib/features/home/presentation/phone/pages/home_page_sections.dart;flutter_app/lib/features/home/presentation/phone/pages/home_page_state.dart;flutter_app/lib/features/home/presentation/widgets/phone/home_announcement_banner.dart;flutter_app/lib/features/home/presentation/widgets/phone/home_formatters.dart;flutter_app/lib/features/home/presentation/widgets/phone/home_header.dart;flutter_app/lib/features/home/presentation/widgets/phone/home_market_ticker_section.dart;flutter_app/lib/features/home/presentation/widgets/phone/home_more_products_sheet.dart;flutter_app/lib/features/home/presentation/widgets/phone/home_next_action_section.dart;flutter_app/lib/features/home/presentation/widgets/phone/home_portfolio_card.dart;flutter_app/lib/features/home/presentation/widgets/phone/home_products_section.dart;flutter_app/lib/features/home/presentation/widgets/phone/home_recent_products_section.dart;flutter_app/lib/features/home/presentation/widgets/phone/home_scroll_shell.dart;flutter_app/lib/features/home/presentation/widgets/phone/home_status_content.dart
home,AppRoutePaths.news,VitWebUtilityPage,flutter_app/lib/shared/layout/vit_web_utility_page.dart,L1_utilityHub,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test --reporter=compact,flutter_app/lib/shared/layout/vit_web_utility_page.dart
launchpad,AppRoutePaths.launchpad,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L1_productModuleHub,rootModule,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/launchpad --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
launchpad,AppRoutePaths.launchpadAbiDiff,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/launchpad --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
launchpad,AppRoutePaths.launchpadAddressBook,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L3_transactionFlow,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/launchpad --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
launchpad,AppRoutePaths.launchpadBatchClaim,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L3_transactionFlow,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/launchpad --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
launchpad,AppRoutePaths.launchpadBridgeCompare,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/launchpad --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
launchpad,AppRoutePaths.launchpadBridgeOrderTx001,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L3_transactionFlow,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/launchpad --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
launchpad,AppRoutePaths.launchpadClaimReceiptPos001,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L3_transactionFlow,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/launchpad --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
launchpad,AppRoutePaths.launchpadContractSample,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/launchpad --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
launchpad,AppRoutePaths.launchpadDcaBuilder,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L3_transactionFlow,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/launchpad --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
launchpad,AppRoutePaths.launchpadEventLog,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/launchpad --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
launchpad,AppRoutePaths.launchpadGasTracker,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/launchpad --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
launchpad,AppRoutePaths.launchpadIdoBridgeSample,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/launchpad --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
launchpad,AppRoutePaths.launchpadLimitOrders,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/launchpad --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
launchpad,AppRoutePaths.launchpadMultisig,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/launchpad --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
launchpad,AppRoutePaths.launchpadNotifSound,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/launchpad --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
launchpad,AppRoutePaths.launchpadPerformance,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/launchpad --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
launchpad,AppRoutePaths.launchpadPortfolio,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_utilityDetail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/launchpad --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
launchpad,AppRoutePaths.launchpadRebalance,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/launchpad --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
launchpad,AppRoutePaths.launchpadReceiptSub001,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L3_transactionFlow,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/launchpad --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
launchpad,AppRoutePaths.launchpadRiskAnalytics,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_utilityDetail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/launchpad --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
launchpad,AppRoutePaths.launchpadSample,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/launchpad --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
launchpad,AppRoutePaths.launchpadStaking,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/launchpad --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
launchpad,AppRoutePaths.launchpadSwapAggregator,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/launchpad --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
launchpad,AppRoutePaths.launchpadWebhooks,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/launchpad --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
markets,AppRoutePaths.markets,MarketListPage,flutter_app/lib/features/markets/presentation/phone/pages/market_list_page.dart,L1_primaryTabRoot,rootModule,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,25,1,0,0,8,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/markets --reporter=compact,flutter_app/lib/features/markets/presentation/phone/pages/market_list_page.dart;flutter_app/lib/features/markets/presentation/widgets/phone/market_list_common.dart;flutter_app/lib/features/markets/presentation/widgets/phone/market_list_discover.dart;flutter_app/lib/features/markets/presentation/widgets/phone/market_list_filters.dart;flutter_app/lib/features/markets/presentation/widgets/phone/market_list_header.dart;flutter_app/lib/features/markets/presentation/widgets/phone/market_list_movers.dart;flutter_app/lib/features/markets/presentation/widgets/phone/market_list_pairs.dart;flutter_app/lib/features/markets/presentation/widgets/phone/market_list_tools.dart
markets,'/pair/:pairId',VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_entityDetail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/markets --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
markets,'/pair/:pairId/depth',VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_entityDetail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/markets --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
markets,'/pair/:pairId/info',VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_entityDetail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/markets --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
markets,AppRoutePaths.marketsAdvancedCharts,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/markets --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
markets,AppRoutePaths.marketsAlerts,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_utilityDetail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/markets --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
markets,AppRoutePaths.marketsCalendar,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_utilityDetail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/markets --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
markets,AppRoutePaths.marketsCompare,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/markets --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
markets,AppRoutePaths.marketsCorrelations,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/markets --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
markets,AppRoutePaths.marketsDepth,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/markets --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
markets,AppRoutePaths.marketsDerivatives,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/markets --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
markets,AppRoutePaths.marketsHeatmap,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/markets --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
markets,AppRoutePaths.marketsMovers,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/markets --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
markets,AppRoutePaths.marketsNews,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L1_utilityHub,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/markets --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
markets,AppRoutePaths.marketsOverview,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_sectionHub,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/markets --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
markets,AppRoutePaths.marketsPortfolioTracker,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_utilityDetail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/markets --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
markets,AppRoutePaths.marketsScreener,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/markets --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
markets,AppRoutePaths.marketsSectors,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/markets --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
markets,AppRoutePaths.marketsSignals,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/markets --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
markets,AppRoutePaths.marketsSocialSentiment,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/markets --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
markets,AppRoutePaths.marketsUnlocks,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/markets --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
markets,AppRoutePaths.marketsWatchlist,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_utilityDetail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/markets --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
p2p_account,AppRoutePaths.p2pKycAddress,P2PAddressProofPage,flutter_app/lib/features/p2p_account/presentation/phone/pages/merchant/p2p_address_proof_page.dart,L3_transactionFlow,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,31,13,0,0,3,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_account --reporter=compact,flutter_app/lib/features/p2p_account/presentation/phone/pages/merchant/p2p_address_proof_page.dart;flutter_app/lib/features/p2p_account/presentation/widgets/merchant/p2p_address_proof_page_common.dart;flutter_app/lib/features/p2p_account/presentation/widgets/merchant/p2p_address_proof_page_sections.dart
p2p_account,AppRoutePaths.p2pKycIdentity,P2PIdentityVerificationPage,flutter_app/lib/features/p2p_account/presentation/phone/pages/merchant/p2p_identity_verification_page.dart,L3_transactionFlow,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,26,10,0,0,3,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_account --reporter=compact,flutter_app/lib/features/p2p_account/presentation/phone/pages/merchant/p2p_identity_verification_page.dart;flutter_app/lib/features/p2p_account/presentation/widgets/merchant/p2p_identity_verification_page_common.dart;flutter_app/lib/features/p2p_account/presentation/widgets/merchant/p2p_identity_verification_page_sections.dart
p2p_account,AppRoutePaths.p2pKycVerify,P2PIdentityVerificationPage,flutter_app/lib/features/p2p_account/presentation/phone/pages/merchant/p2p_identity_verification_page.dart,L3_transactionFlow,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,26,10,0,0,3,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_account --reporter=compact,flutter_app/lib/features/p2p_account/presentation/phone/pages/merchant/p2p_identity_verification_page.dart;flutter_app/lib/features/p2p_account/presentation/widgets/merchant/p2p_identity_verification_page_common.dart;flutter_app/lib/features/p2p_account/presentation/widgets/merchant/p2p_identity_verification_page_sections.dart
p2p_account,AppRoutePaths.p2pKycRequirements,P2PKycRequirementsPage,flutter_app/lib/features/p2p_account/presentation/phone/pages/merchant/p2p_kyc_requirements_page.dart,L3_transactionFlow,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,40,6,0,0,3,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_account --reporter=compact,flutter_app/lib/features/p2p_account/presentation/phone/pages/merchant/p2p_kyc_requirements_page.dart;flutter_app/lib/features/p2p_account/presentation/widgets/merchant/p2p_kyc_requirements_page_common.dart;flutter_app/lib/features/p2p_account/presentation/widgets/merchant/p2p_kyc_requirements_page_sections.dart
p2p_account,AppRoutePaths.p2pKycStatus,P2PKycStatusPage,flutter_app/lib/features/p2p_account/presentation/phone/pages/merchant/p2p_kyc_status_page.dart,L3_transactionFlow,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,38,14,0,0,3,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_account --reporter=compact,flutter_app/lib/features/p2p_account/presentation/phone/pages/merchant/p2p_kyc_status_page.dart;flutter_app/lib/features/p2p_account/presentation/widgets/merchant/p2p_kyc_status_page_common.dart;flutter_app/lib/features/p2p_account/presentation/widgets/merchant/p2p_kyc_status_page_sections.dart
p2p_account,AppRoutePaths.p2pMerchantApply,P2PMerchantApplyPage,flutter_app/lib/features/p2p_account/presentation/phone/pages/merchant/p2p_merchant_apply_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,32,20,0,0,4,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_account --reporter=compact,flutter_app/lib/features/p2p_account/presentation/phone/pages/merchant/p2p_merchant_apply_page.dart;flutter_app/lib/features/p2p_account/presentation/phone/pages/merchant/p2p_merchant_apply_page_common.dart;flutter_app/lib/features/p2p_account/presentation/phone/pages/merchant/p2p_merchant_apply_page_state.dart;flutter_app/lib/features/p2p_account/presentation/phone/pages/merchant/p2p_merchant_apply_steps.dart
p2p_account,'/p2p/merchant/:merchantId',P2PMerchantProfilePage,flutter_app/lib/features/p2p_account/presentation/phone/pages/merchant/p2p_merchant_profile_page.dart,L2_entityDetail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,42,18,0,0,3,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_account --reporter=compact,flutter_app/lib/features/p2p_account/presentation/phone/pages/merchant/p2p_merchant_profile_page.dart;flutter_app/lib/features/p2p_account/presentation/widgets/merchant/p2p_merchant_profile_ads_reviews.dart;flutter_app/lib/features/p2p_account/presentation/widgets/merchant/p2p_merchant_profile_header_stats.dart
p2p_account,AppRoutePaths.p2pKycFaceMatch,P2PSelfieVerificationPage,flutter_app/lib/features/p2p_account/presentation/phone/pages/merchant/p2p_selfie_verification_page.dart,L3_transactionFlow,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,39,25,0,0,3,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_account --reporter=compact,flutter_app/lib/features/p2p_account/presentation/phone/pages/merchant/p2p_selfie_verification_page.dart;flutter_app/lib/features/p2p_account/presentation/widgets/merchant/p2p_selfie_verification_page_common.dart;flutter_app/lib/features/p2p_account/presentation/widgets/merchant/p2p_selfie_verification_page_sections.dart
p2p_account,AppRoutePaths.p2pKycSelfie,P2PSelfieVerificationPage,flutter_app/lib/features/p2p_account/presentation/phone/pages/merchant/p2p_selfie_verification_page.dart,L3_transactionFlow,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,39,25,0,0,3,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_account --reporter=compact,flutter_app/lib/features/p2p_account/presentation/phone/pages/merchant/p2p_selfie_verification_page.dart;flutter_app/lib/features/p2p_account/presentation/widgets/merchant/p2p_selfie_verification_page_common.dart;flutter_app/lib/features/p2p_account/presentation/widgets/merchant/p2p_selfie_verification_page_sections.dart
